Ordenes
      2 Aepeomys
      1 Aepyceros
      1 Aepyprymnus
      1 Aeretes
      2 Aeromys
      2 Aethalops
     11 Aethomys
      1 Ailuropoda
      2 Ailurops
      1 Ailurus
     42 Akodon
      1 Alcelaphus
      2 Alces
      1 Alionycteris
     12 Allactaga
      1 Allactodipus
      1 Allenopithecus
      1 Allocebus
      2 Allocricetulus
      1 Alopex
     14 Alouatta
     12 Alticola
      5 Amblysomus
      1 Ametrida
      1 Ammodillus
      1 Ammodorcas
      4 Ammospermophilus
      1 Ammotragus
      1 Amorphochilus
      1 Amphinectomys
      1 Anathana
      2 Andalgalomys
      1 Andinomys
      1 Anisomys
      4 Anomalurus
      1 Anonymomys
      1 Anotomys
      6 Anoura
      4 Anourosorex
      1 Antechinomys
     10 Antechinus
      1 Anthops
      1 Antidorcas
      1 Antilocapra
      1 Antilope
      1 Antrozous
      3 Aonyx
     11 Aotus
      1 Aplodontia
     20 Apodemus
     10 Apomys
      1 Aproteles
      1 Arabitragus
      3 Arborimus
      3 Archboldomys
      1 Arctictis
      2 Arctocebus
      8 Arctocephalus
      1 Arctogalidia
      1 Arctonyx
      1 Ardops
      5 Arielulus
      1 Ariteus
     20 Artibeus
      7 Arvicanthis
      3 Arvicola
      2 Asellia
      2 Aselliscus
      4 Atelerix
      7 Ateles
      1 Atelocynus
      2 Atherurus
      1 Atilax
      1 Atlantoxerus
      3 Auliscomys
      8 Avahi
      4 Axis
      3 Babyrousa
      2 Baiomys
      2 Baiyankamys
      1 Balaena
      7 Balaenoptera
      3 Balantiopteryx
      1 Balionycteris
      3 Bandicota
      2 Barbastella
      5 Bassaricyon
      2 Bassariscus
      2 Bathyergus
      4 Batomys
      1 Bauerus
      4 Bdeogale
      1 Beamys
      1 Beatragus
      1 Belomys
      2 Berardius
      4 Berylmys
      4 Bettongia
      3 Bibimys
      2 Bison
      1 Biswamoyopterus
      2 Blanfordimys
      3 Blarina
      3 Blarinella
      1 Blarinomys
      1 Blastocerus
      4 Bos
      1 Boselaphus
      1 Brachiones
      1 Brachylagus
      2 Brachyphylla
      2 Brachytarsomys
      2 Brachyteles
      2 Brachyuromys
      4 Bradypus
      8 Brucepattersonius
      4 Bubalus
      1 Budorcas
      3 Bullimus
      1 Bunolagus
      6 Bunomys
      1 Burramys
      4 Cabassous
      4 Cacajao
      4 Caenolestes
      3 Calcochloris
      1 Callibella
     30 Callicebus
      1 Callimico
      1 Callistomys
     10 Callithrix
      1 Callorhinus
     15 Callosciurus
     13 Calomys
      8 Calomyscus
      3 Caluromys
      1 Caluromysiops
      1 Calyptophractus
      1 Camelus
      7 Canis
      1 Cannomys
      1 Cansumys
      1 Caperea
      9 Capra
      2 Capreolus
      6 Capricornis
      1 Caprolagus
      1 Capromys
      2 Caracal
      1 Cardiocranius
      1 Cardioderma
      5 Carollia
      1 Carpitalpa
      2 Carpomys
      1 Carterodon
      2 Caryomys
      1 Casinycteris
      2 Castor
      1 Catagonus
      5 Cavia
      1 Cebuella
     12 Cebus
      2 Centronycteris
      1 Centurio
     15 Cephalophus
      4 Cephalorhynchus
      1 Ceratotherium
      4 Cercartetus
      6 Cercocebus
     18 Cercopithecus
      1 Cerdocyon
      5 Cerradomys
      2 Cervus
      1 Chacodelphys
      1 Chaetocauda
     17 Chaetodipus
      1 Chaetomys
      3 Chaetophractus
      7 Chalinolobus
      7 Cheirogaleus
      2 Cheiromeles
      3 Chelemys
      2 Chibchanomys
      1 Chilomys
      2 Chilonatalus
      6 Chimarrogale
      2 Chinchilla
      1 Chinchillula
      3 Chionomys
      5 Chiroderma
      1 Chiromyscus
      1 Chironax
      1 Chironectes
      6 Chiropodomys
      4 Chiropotes
      3 Chiruromys
      1 Chlamyphorus
      6 Chlorocebus
      2 Chlorotalpa
      8 Chodsigoa
      3 Choeroniscus
      1 Choeronycteris
      1 Choeropsis
      2 Choloepus
      1 Chrotogale
      5 Chrotomys
      1 Chrotopterus
      3 Chrysochloris
      1 Chrysocyon
      2 Chrysospalax
      2 Cistugo
      1 Civettictis
      1 Cloeotis
      2 Clyomys
      2 Coccymys
      3 Coelops
      6 Coendou
      2 Coleura
      6 Colobus
      1 Colomys
      1 Condylura
      4 Conepatus
      3 Congosorex
      1 Conilurus
      2 Connochaetes
      1 Cormura
      3 Corynorhinus
      1 Craseonycteris
      4 Crateromys
      7 Cratogeomys
      2 Cremnomys
      1 Cricetomys
      8 Cricetulus
      1 Cricetus
    173 Crocidura
      1 Crocuta
      4 Crossarchus
      1 Crossomys
      4 Crunomys
      2 Cryptochloris
     10 Cryptomys
      4 Cryptonanus
      1 Cryptoprocta
     30 Cryptotis
      2 Ctenodactylus
     60 Ctenomys
      2 Cuniculus
      1 Cuon
      1 Cuscomys
      1 Cyclopes
      1 Cynictis
      1 Cynocephalus
      1 Cynogale
      5 Cynomops
      5 Cynomys
      7 Cynopterus
      1 Cystophora
      1 Cyttarops
      1 Dacnomys
      3 Dactylomys
      1 Dactylonax
      3 Dactylopsila
      2 Dama
      2 Damaliscus
      2 Dasycercus
      1 Dasykaluta
      5 Dasymys
     11 Dasyprocta
      7 Dasypus
      1 Dasyuroides
      6 Dasyurus
      1 Daubentonia
      1 Delanymys
      3 Delomys
      1 Delphinapterus
      2 Delphinus
      1 Deltamys
      2 Dendrogale
      3 Dendrohyrax
     14 Dendrolagus
     11 Dendromus
      1 Dendroprionomys
      1 Deomys
      1 Dephomys
      1 Desmana
      1 Desmodilliscus
      1 Desmodillus
      1 Desmodus
      2 Desmomys
      1 Diaemus
      1 Dicerorhinus
      1 Diceros
      4 Diclidurus
      8 Dicrostonyx
      6 Didelphis
      1 Dinaromys
      1 Dinomys
      1 Diomys
      1 Diphylla
      1 Diplogale
      1 Diplomesodon
      2 Diplomys
      1 Diplothrix
     21 Dipodomys
      1 Dipus
      1 Distoechurus
     13 Dobsonia
      2 Dolichotis
      1 Dologale
      1 Dorcatragus
      4 Dorcopsis
      2 Dorcopsulus
      6 Dremomys
      1 Dromiciops
      3 Dryomys
      1 Dugong
      2 Dyacopterus
      1 Dymecodon
      3 Echimys
      1 Echinoprocta
      1 Echinops
      1 Echinosorex
      2 Echiothrix
      5 Echymipera
      1 Ectophylla
      2 Eidolon
      1 Eira
      1 Elaphodus
      1 Elaphurus
     11 Elephantulus
      1 Elephas
      4 Eligmodontia
      3 Eliomys
     11 Eliurus
      5 Ellobius
     10 Emballonura
      1 Enchisthenes
      1 Enhydra
      1 Eoglaucomys
      2 Eolagurus
      3 Eonycteris
      3 Eospalax
      8 Eothenomys
      1 Eozapus
      4 Episoriculus
      1 Epixerus
      8 Epomophorus
      3 Epomops
     24 Eptesicus
      7 Equus
      1 Eremitalpa
      1 Eremodipus
      1 Eremoryzomys
      1 Erethizon
      1 Erignathus
      4 Erinaceus
      1 Eropeplus
      2 Erophylla
      1 Erythrocebus
      1 Eschrichtius
      3 Eubalaena
      1 Euchoreutes
      1 Euderma
      1 Eudiscopus
      4 Eudorcas
     13 Eulemur
      1 Eumetopias
     11 Eumops
      4 Euneomys
      2 Euoticus
      1 Eupetaurus
      1 Euphractus
      1 Eupleres
      6 Euroscaptor
      6 Euryoryzomys
      1 Euryzygomatomys
      3 Exilisciurus
      5 Falsistrellus
      4 Felis
      1 Felovia
      1 Feresa
      1 Feroculus
      1 Fossa
      5 Funambulus
     10 Funisciurus
      1 Furipterus
      6 Galago
      7 Galagoides
      4 Galea
      1 Galemys
      1 Galenomys
      1 Galeopterus
      2 Galictis
      1 Galidia
      2 Galidictis
      8 Gazella
     14 Genetta
      2 Geocapromys
      1 Geogale
      9 Geomys
      1 Georychus
      1 Geoxus
     12 Gerbilliscus
      4 Gerbillurus
     48 Gerbillus
      1 Giraffa
      2 Glaucomys
     12 Glauconycteris
      1 Glironia
      1 Glirulus
      1 Glis
      2 Glischropus
      2 Globicephala
      5 Glossophaga
      3 Glyphonycteris
      1 Glyphotes
      1 Golunda
      2 Gorilla
      6 Gracilinanus
     11 Grammomys
      1 Grampus
      4 Graomys
     14 Graphiurus
      1 Gulo
      1 Gymnobelideus
      1 Gymnuromys
      7 Habromys
      2 Hadromys
      3 Haeromys
      1 Halichoerus
      8 Handleyomys
      5 Hapalemur
      2 Hapalomys
      1 Haplonycteris
      2 Harpiocephalus
      2 Harpiola
      2 Harpyionycteris
      1 Heimyscus
      1 Helarctos
      1 Heliophobius
      6 Heliosciurus
      2 Helogale
      1 Hemibelideus
      2 Hemicentetes
      2 Hemiechinus
      1 Hemigalus
      1 Hemitragus
     14 Herpestes
      5 Hesperoptenus
      1 Heterocephalus
      1 Heterohyrax
      8 Heteromys
      2 Hippocamelus
      1 Hippopotamus
     69 Hipposideros
      2 Hippotragus
      7 Histiotus
      1 Histriophoca
      1 Hodomys
      3 Holochilus
      1 Hoolock
      1 Hoplomys
      2 Hyaena
      6 Hybomys
      2 Hydrochoerus
      4 Hydromys
      1 Hydropotes
      1 Hydrurga
      1 Hyemoschus
      1 Hyladelphys
      7 Hylaeamys
      8 Hylobates
      1 Hylochoerus
      3 Hylomys
      8 Hylomyscus
      1 Hylonycteris
      9 Hylopetes
      2 Hyomys
      2 Hyosciurus
      2 Hyperacrius
      2 Hyperoodon
      1 Hypogeomys
      1 Hypsignathus
      1 Hypsiprymnodon
      8 Hystrix
      1 Ia
      1 Ichneumia
      4 Ichthyomys
      2 Ictonyx
      1 Idionycteris
      2 Idiurus
      1 Indopacetus
      1 Indri
      1 Inia
      2 Iomys
      1 Irenomys
      3 Isoodon
      5 Isothrix
      2 Isthmomys
      3 Jaculus
      2 Juliomys
      2 Juscelinomys
      1 Kadarsanomys
      1 Kannabateomys
     22 Kerivoula
      2 Kerodon
      5 Kobus
      2 Kogia
      1 Komodomys
      2 Kunsia
      4 Laephotis
      1 Lagenodelphis
      6 Lagenorhynchus
      3 Lagidium
      2 Lagorchestes
      1 Lagostomus
      1 Lagostrophus
      4 Lagothrix
      1 Lagurus
      1 Lama
      1 Lamottemys
      1 Lampronycteris
      1 Laonastes
      4 Lariscus
      1 Lasionycteris
      3 Lasiopodomys
      2 Lasiorhinus
     16 Lasiurus
      1 Latidens
      1 Lavia
      2 Leggadina
      1 Leimacomys
      1 Lemmiscus
      5 Lemmus
     11 Lemniscomys
      1 Lemur
      1 Lenomys
      1 Lenothrix
      1 Lenoxus
      4 Leontopithecus
      7 Leopardus
      6 Leopoldamys
     24 Lepilemur
      2 Leporillus
      1 Leptailurus
      3 Leptomys
      1 Leptonychotes
      3 Leptonycteris
     32 Lepus
      1 Lestodelphys
      1 Lestoros
      1 Liberiictis
      1 Lichonycteris
      1 Limnogale
      2 Limnomys
      5 Liomys
      1 Lionycteris
      1 Lipotes
      2 Lissodelphis
      1 Lissonycteris
      1 Litocranius
      1 Lobodon
     10 Lonchophylla
      5 Lonchorhina
      1 Lonchothrix
      4 Lontra
      1 Lophiomys
      2 Lophocebus
      7 Lophostoma
     15 Lophuromys
      1 Lorentzimys
      2 Loris
      1 Loxodonta
      2 Loxodontomys
      1 Lundomys
      3 Lutra
      1 Lutreolina
      1 Lutrogale
      6 Lycalopex
      1 Lycaon
      1 Lyncodon
      4 Lynx
     22 Macaca
      1 Macroderma
      1 Macrogalidia
      2 Macroglossus
      1 Macrophyllum
     13 Macropus
      1 Macroscelides
      3 Macrotarsomys
      1 Macrotis
      2 Macrotus
      2 Macruromys
      4 Madoqua
      1 Madromys
      4 Makalata
      3 Malacomys
      1 Malacothrix
      4 Mallomys
      2 Mammelomys
      2 Mandrillus
      4 Manis
      3 Margaretamys
      9 Marmosa
     15 Marmosops
     14 Marmota
      8 Martes
      1 Massoutiera
      1 Mastacomys
      8 Mastomys
     17 Maxomys
     10 Mazama
      1 Megadendromus
      2 Megaderma
      3 Megadontomys
      4 Megaerops
      1 Megaloglossus
      1 Megaptera
      1 Megasorex
      3 Melanomys
      1 Melasmothrix
      3 Meles
      1 Mellivora
      4 Melogale
     22 Melomys
      3 Melonycteris
      1 Melursus
      1 Menetes
      2 Mephitis
     17 Meriones
      2 Mesechinus
      2 Mesembriomys
      4 Mesocapromys
      4 Mesocricetus
      4 Mesomys
      1 Mesophylla
     14 Mesoplodon
      1 Metachirus
     10 Mico
      6 Micoureus
      1 Microakodontomys
      3 Microcavia
     15 Microcebus
      1 Microdillus
      2 Microdipodops
     21 Microgale
      2 Microhydromys
      1 Micromys
      8 Micronycteris
      4 Microperoryctes
      2 Micropotamogale
      2 Micropteropus
      2 Microryzomys
      4 Microsciurus
     64 Microtus
      4 Millardia
      1 Mimetillus
      4 Mimon
      1 Mindomys
     24 Miniopterus
      2 Miopithecus
      1 Mirimiri
      2 Mirounga
      2 Mirza
      7 Mogera
      4 Molossops
      8 Molossus
      2 Monachus
     21 Monodelphis
      1 Monodon
      2 Monophyllus
      1 Monticolomys
      2 Mormoops
     10 Mormopterus
      3 Moschiola
      7 Moschus
      1 Mosia
      2 Mungos
      1 Mungotictis
     13 Muntiacus
      5 Murexia
      1 Muriculus
     16 Murina
     39 Mus
      1 Muscardinus
      1 Musonycteris
     17 Mustela
      2 Mydaus
      2 Mylomys
      1 Myocastor
     11 Myodes
      4 Myoictis
      3 Myomimus
      4 Myomyscus
      3 Myonycteris
      2 Myoprocta
      2 Myopterus
      1 Myopus
      1 Myosciurus
     14 Myosorex
      3 Myospalax
    102 Myotis
      1 Myrmecobius
      1 Myrmecophaga
      5 Mysateles
      2 Mystacina
      1 Mystromys
      2 Myzopoda
      4 Naemorhedus
      1 Nandinia
      3 Nanger
      1 Nannosciurus
      1 Nanonycteris
      1 Napaeozapus
      1 Nasalis
      2 Nasua
      1 Nasuella
      8 Natalus
      8 Neacomys
      2 Neamblysomus
      9 Necromys
      1 Nectogale
      5 Nectomys
      2 Nelsonia
      4 Neodon
      2 Neofelis
      1 Neofiber
      1 Neohylomys
      3 Neomys
      1 Neonycteris
      1 Neophascogale
      1 Neophoca
      3 Neophocaena
      1 Neopteryx
      1 Neotetracus
     19 Neotoma
      1 Neotomodon
      1 Neotomys
      2 Neotragus
      1 Neovison
      7 Nephelomys
      2 Nesokia
      2 Nesolagus
      3 Nesomys
      1 Nesoromys
      3 Nesoryzomys
      1 Nesotragus
      1 Neurotrichus
      6 Neusticomys
      1 Nilgiritragus
      1 Nilopegamys
      3 Ningaui
     17 Niviventer
      2 Noctilio
      6 Nomascus
      1 Notiomys
      4 Notiosorex
      5 Notomys
      2 Notopteris
      2 Notoryctes
      8 Nyctalus
      1 Nyctereutes
     16 Nycteris
      5 Nycticebus
      1 Nycticeinops
      3 Nycticeius
      1 Nyctiellus
     15 Nyctimene
      4 Nyctinomops
      1 Nyctomys
     12 Nyctophilus
     30 Ochotona
      1 Ochrotomys
      5 Octodon
      1 Octomys
      1 Odobenus
      2 Odocoileus
     15 Oecomys
      2 Oenomys
      1 Okapia
      2 Olallamys
     19 Oligoryzomys
      1 Ommatophoca
      1 Ondatra
      2 Onychogalea
      3 Onychomys
      2 Orcaella
      1 Orcinus
      1 Oreamnos
      1 Oreonax
      1 Oreoryzomys
      1 Oreotragus
      1 Ornithorhynchus
     11 Orthogeomys
      1 Orycteropus
      1 Oryctolagus
      4 Oryx
      5 Oryzomys
      2 Oryzorictes
      1 Osgoodomys
      1 Otaria
      1 Otocolobus
      1 Otocyon
      2 Otolemur
      7 Otomops
     15 Otomys
      1 Otonycteris
      1 Otonyctomys
      1 Otopteropus
      1 Ototylomys
      1 Ourebia
      1 Ovibos
      5 Ovis
     16 Oxymycterus
      1 Ozotoceros
      1 Pachyuromys
      1 Pagophilus
      1 Paguma
      1 Palawanomys
      2 Pan
      5 Panthera
      1 Pantholops
      1 Papagomys
      5 Papio
      2 Pappogeomys
      1 Paracoelops
      3 Paracrocidura
      1 Paracynictis
      1 Paradipus
      3 Paradoxurus
      4 Paraechinus
      1 Parahydromys
      2 Paraleptomys
      1 Paralomys
      9 Paramelomys
      1 Parantechinus
      2 Paranyctimene
      1 Parascalops
      1 Parascaptor
     11 Paraxerus
      3 Pardofelis
      2 Parotomys
      1 Paruromys
      2 Pattonomys
      1 Paulamys
      1 Pearsonomys
      2 Pecari
      1 Pectinator
      2 Pedetes
      1 Pelea
      5 Pelomys
      1 Pentalagus
      1 Penthetor
      1 Peponocephala
      3 Perameles
      1 Perodicticus
      9 Perognathus
     56 Peromyscus
      4 Peropteryx
      2 Peroryctes
      3 Petaurillus
      8 Petaurista
      1 Petauroides
      6 Petaurus
      9 Petinomys
      1 Petrodromus
     16 Petrogale
      1 Petromus
      4 Petromyscus
      1 Petropseudes
      2 Phacochoerus
      1 Phaenomys
      1 Phaiomys
     13 Phalanger
      4 Phaner
      1 Pharotis
      3 Phascogale
      1 Phascolarctos
      2 Phascolosorex
      1 Phataginus
      2 Phenacomys
      7 Philander
      2 Philantomba
      1 Philetor
      2 Phloeomys
      2 Phoca
      1 Phocarctos
      4 Phocoena
      1 Phocoenoides
      3 Phodopus
      4 Phoniscus
      1 Phylloderma
     12 Phyllomys
      2 Phyllonycteris
      1 Phyllops
      4 Phyllostomus
     14 Phyllotis
      1 Physeter
      5 Piliocolobus
      1 Pipanacoctomys
     62 Pipistrellus
      2 Pithecheir
      1 Pithecheirops
      5 Pithecia
      1 Plagiodontia
      5 Planigale
      1 Platacanthomys
      1 Platalina
      1 Platanista
      1 Platymops
     15 Platyrrhinus
     11 Plecotus
      1 Plerotes
      2 Podogymnura
      1 Podomys
      1 Podoxymys
      1 Poecilogale
      1 Poelagus
      3 Pogonomelomys
      5 Pogonomys
      2 Poiana
      2 Pongo
      1 Pontoporia
      1 Porcula
      2 Potamochoerus
      1 Potamogale
      3 Potorous
      1 Potos
     16 Praomys
     11 Presbytis
      1 Priodontes
      4 Prionailurus
      2 Prionodon
      1 Prionomys
      3 Procapra
      1 Procavia
      1 Procolobus
      3 Procyon
     25 Proechimys
      2 Proedromys
      1 Prolemur
      1 Prometheomys
      2 Promops
      4 Pronolagus
      9 Propithecus
      5 Prosciurillus
      1 Proteles
      1 Protochromys
      2 Protoxerus
      1 Przewalskium
      2 Psammomys
      6 Pseudantechinus
      2 Pseudocheirus
      5 Pseudochirops
      8 Pseudochirulus
      5 Pseudohydromys
      2 Pseudois
     21 Pseudomys
      1 Pseudorca
      1 Pseudoryx
      1 Pseudoryzomys
      2 Ptenochirus
      5 Pteralopex
      2 Pteromys
      1 Pteromyscus
      7 Pteronotus
      1 Pteronura
     61 Pteropus
      1 Ptilocercus
      2 Pudu
      2 Puma
      2 Punomys
      3 Pusa
      3 Pygathrix
      3 Pygeretmus
      1 Pygoderma
      1 Rangifer
      3 Raphicerus
     63 Rattus
      4 Ratufa
      3 Redunca
      2 Reithrodon
     21 Reithrodontomys
      1 Rhabdomys
      2 Rhagomys
      1 Rheithrosciurus
      4 Rheomys
      2 Rhinoceros
     74 Rhinolophus
      1 Rhinonicteris
      3 Rhinophylla
      5 Rhinopithecus
      4 Rhinopoma
      1 Rhinosciurus
     18 Rhipidomys
      3 Rhizomys
     10 Rhogeessa
      1 Rhombomys
      4 Rhynchocyon
      1 Rhynchogale
      1 Rhyncholestes
      1 Rhynchomeles
      4 Rhynchomys
      1 Rhynchonycteris
      1 Romerolagus
     10 Rousettus
      1 Rubrisciurus
      2 Rucervus
      1 Rungwecebus
      2 Rupicapra
      4 Rusa
      1 Ruwenzorisorex
      4 Saccolaimus
      5 Saccopteryx
      2 Saccostomus
     15 Saguinus
      1 Saiga
      5 Saimiri
      1 Salanoia
      1 Salinoctomys
      1 Salinomys
      1 Salpingotulus
      4 Salpingotus
      1 Santamartamys
      1 Sarcophilus
      1 Sauromys
      1 Saxatilomys
      1 Scalopus
      1 Scapanulus
      3 Scapanus
      2 Scapteromys
      1 Scaptochirus
      1 Scaptonyx
      1 Sciurillus
      1 Sciurocheirus
      2 Sciurotamias
     28 Sciurus
      1 Scleronycteris
      2 Scolomys
      1 Scoteanax
      2 Scotinomys
      3 Scotoecus
      1 Scotomanes
      2 Scotonycteris
     14 Scotophilus
      4 Scotorepens
      1 Scotozous
      1 Scutisorex
      1 Sekeetamys
      1 Selevinia
      7 Semnopithecus
      1 Setifer
      1 Setonix
     13 Sicista
     13 Sigmodon
      2 Sigmodontomys
      1 Simias
     20 Sminthopsis
      2 Smutsia
      2 Solenodon
      1 Solisorex
      4 Solomys
      1 Sommeromys
      1 Sooretamys
     78 Sorex
      1 Soriculus
      2 Sotalia
      2 Sousa
      1 Spalacopus
      9 Spalax
      1 Speothos
      1 Spermophilopsis
     42 Spermophilus
      1 Sphaerias
      1 Sphaeronycteris
      9 Sphiggurus
      5 Spilocuscus
      4 Spilogale
      1 Srilankamys
      8 Steatomys
      5 Stenella
      1 Steno
      4 Stenocephalemys
      1 Stenoderma
      1 Stochomys
      2 Strigocuscus
     15 Sturnira
      2 Styloctenium
      3 Stylodipus
     18 Suncus
      3 Sundamys
     15 Sundasciurus
      2 Surdisorex
      1 Suricata
      9 Sus
      3 Syconycteris
      1 Sylvicapra
     17 Sylvilagus
     12 Sylvisorex
      1 Symphalangus
      2 Synaptomys
      1 Syncerus
      1 Syntheosciurus
      1 Tachyglossus
      2 Tachyoryctes
     42 Tadarida
      7 Taeromys
      9 Talpa
      2 Tamandua
     25 Tamias
      3 Tamiasciurus
      4 Tamiops
      1 Tapecomys
     14 Taphozous
      4 Tapirus
      1 Tarsipes
     10 Tarsius
      2 Tarsomys
      1 Tasmacetus
      2 Tateomys
      1 Tatera
      8 Taterillus
      1 Taxidea
      1 Tayassu
      1 Tenrec
      1 Tetracerus
      4 Thallomys
      2 Thalpomys
      3 Thamnomys
      1 Thaptomys
      1 Theropithecus
     36 Thomasomys
      9 Thomomys
      1 Thoopterus
      3 Thrichomys
      2 Thryonomys
     13 Thylamys
      7 Thylogale
      4 Thyroptera
      1 Tlacuatzin
      3 Tokudaia
      2 Tolypeutes
      1 Tomopeas
      2 Tonatia
      1 Tonkinomys
      1 Toromys
      1 Trachops
     16 Trachypithecus
      9 Tragelaphus
      6 Tragulus
      2 Transandinomys
      1 Tremarctos
      4 Triaenops
      3 Trichechus
      3 Trichosurus
      1 Trichys
     11 Trinomys
      1 Trinycteris
      1 Trogopterus
      1 Tryphomys
      1 Tscherskia
     15 Tupaia
      2 Tursiops
      7 Tylomys
      2 Tylonycteris
      1 Tympanoctomys
      1 Typhlomys
      1 Uranomys
      2 Urocyon
      2 Uroderma
      1 Urogale
      1 Uromanis
     10 Uromys
      4 Uropsilus
      1 Urotrichus
      4 Ursus
      6 Vampyressa
      1 Vampyrodes
      1 Vampyrum
      3 Vandeleuria
      2 Varecia
      1 Vernaya
      9 Vespadelus
      2 Vespertilio
      1 Vicugna
      4 Viverra
      1 Viverricula
      2 Voalavo
      2 Volemys
      1 Vombatus
      1 Vormela
     11 Vulpes
      1 Wallabia
      2 Wiedomys
      1 Wilfredomys
      1 Wyulda
      1 Xenomys
      1 Xenuromys
      1 Xeromys
      1 Xeronycteris
      4 Xerus
      1 Zaedyus
      3 Zaglossus
      2 Zalophus
      3 Zapus
      2 Zelotomys
      1 Zenkerella
      1 Ziphius
      2 Zygodontomys
      1 Zygogeomys
      5 Zyzomys
